相对强度 运行#1,位置 (米 m) 运行#1,相对强度 运行#2,位置 (米 m) 运行#2,相对强度 运行#3,位置 (米 m) 运行#3,相对强度 运行#4,位置 (米 m) 运行#4
0.076691,0.069748,0.64575,0.056414,0.027466,0.034499,0.029297,0.024755
0.077103,0.069866,0.64687,0.056414,0.027054,0.034519,0.033661,0.024775
0.072830,0.070004,0.64412,0.056433,0.026855,0.034538,0.034988,0.024794
0.072220,0.070122,0.63985,0.056433,0.028671,0.034538,0.033966,0.024814
0.069580,0.070241,0.63934,0.056453,0.027969,0.034558,0.036102,0.024834
0.067841,0.070359,0.62875,0.056453,0.026947,0.034558,0.037842,0.024854
0.067230,0.070477,0.62387,0.056473,0.027863,0.034578,0.038849,0.024854
0.068359,0.070556,0.61798,0.056492,0.029083,0.034578,0.037018,0.024873
0.068054,0.070655,0.60841,0.056512,0.027557,0.034578,0.037125,0.024893
0.066528,0.070754,0.60048,0.056532,0.027557,0.034598,0.038147,0.024893
0.067032,0.070852,0.59662,0.056571,0.026749,0.034598,0.039062,0.024913
0.066315,0.070971,0.58502,0.056591,0.028381,0.034598,0.037125,0.024932
0.064484,0.071089,0.58145,0.056630,0.028381,0.034598,0.038147,0.024952
0.063065,0.071207,0.57434,0.056650,0.027145,0.034617,0.039368,0.024972
0.063873,0.071326,0.56915,0.056670,0.027557,0.034617,0.039566,0.024992
0.063675,0.071424,0.56905,0.056690,0.028992,0.034617,0.040375,0.025011
0.061844,0.071543,0.56345,0.056709,0.027969,0.034637,0.040375,0.025031
0.059906,0.071621,0.55898,0.056729,0.026947,0.034637,0.042114,0.025070
0.060211,0.071720,0.55032,0.056749,0.027145,0.034657,0.044342,0.025110
0.060928,0.071799,0.54596,0.056769,0.028275,0.034657,0.043427,0.025149
0.058380,0.071878,0.54352,0.056769,0.027664,0.034657,0.043335,0.025189
0.057678,0.071937,0.53548,0.056788,0.027557,0.034677,0.044144,0.025228
0.058792,0.071996,0.53171,0.056788,0.027771,0.034696,0.043427,0.025248
0.058792,0.072055,0.52612,0.056808,0.027969,0.034696,0.042511,0.025268
0.058685,0.072115,0.51462,0.056808,0.027252,0.034696,0.039459,0.025287
0.057571,0.072174,0.52643,0.056808,0.027557,0.034716,0.041397,0.025307
0.058685,0.072233,0.51056,0.056828,0.027252,0.034716,0.040070,0.025327
0.058990,0.072312,0.50790,0.056847,0.029190,0.034716,0.037628,0.025347
0.057770,0.072371,0.50679,0.056867,0.028381,0.034736,0.038040,0.025366
0.056763,0.072410,0.50638,0.056867,0.027466,0.034736,0.038452,0.025366
0.056961,0.072470,0.50058,0.056887,0.028671,0.034736,0.038651,0.025386
0.058380,0.072509,0.49733,0.056907,0.029190,0.034755,0.037430,0.025406
0.057266,0.072549,0.49031,0.056946,0.026749,0.034755,0.033768,0.025406
0.056046,0.072568,0.48523,0.056966,0.027969,0.034775,0.034378,0.025426
0.057266,0.072608,0.47475,0.056986,0.026947,0.034775,0.033661,0.025445
0.056961,0.072627,0.47372,0.057025,0.028168,0.034795,0.030518,0.025445
0.055939,0.072647,0.47394,0.057045,0.027863,0.034815,0.030106,0.025465
0.055328,0.072667,0.46507,0.057064,0.026443,0.034834,0.028885,0.025485
0.056046,0.072687,0.45816,0.057084,0.027252,0.034834,0.029495,0.025504
0.056854,0.072706,0.45705,0.057104,0.029083,0.034854,0.028580,0.025524
0.056244,0.072726,0.45380,0.057124,0.029388,0.034894,0.027359,0.025564
0.055130,0.072746,0.44362,0.057143,0.026947,0.034913,0.028473,0.025623
0.056763,0.072746,0.44087,0.057163,0.028076,0.034933,0.028778,0.025662
0.057465,0.072746,0.43874,0.057163,0.029694,0.034953,0.027145,0.025721
0.056046,0.072766,0.43660,0.057183,0.028992,0.034972,0.027359,0.025761
0.056046,0.072766,0.43436,0.057203,0.027863,0.034992,0.029495,0.025781
0.055832,0.072785,0.42664,0.057222,0.027664,0.035012,0.032852,0.025800
0.057068,0.072805,0.42378,0.057222,0.029297,0.035032,0.033661,0.025840
0.056549,0.072844,0.42419,0.057242,0.027664,0.035071,0.034485,0.025859
0.055237,0.072884,0.42581,0.057242,0.027664,0.035091,0.037628,0.025899
0.055634,0.072923,0.42317,0.057262,0.026550,0.035130,0.040283,0.025919
0.055634,0.072983,0.42897,0.057262,0.028671,0.035170,0.039261,0.025938
0.055939,0.073061,0.41859,0.057262,0.028473,0.035189,0.041092,0.025938
0.054413,0.073101,0.41402,0.057281,0.026749,0.035209,0.042007,0.025958
0.055328,0.073160,0.41360,0.057301,0.026855,0.035249,0.043533,0.025958
0.056046,0.073199,0.41188,0.057301,0.028168,0.035268,0.044449,0.025978
0.055435,0.073239,0.40791,0.057321,0.027969,0.035288,0.043228,0.025998
0.055130,0.073278,0.40120,0.057341,0.027466,0.035308,0.047195,0.026017
0.055328,0.073318,0.39224,0.057360,0.026642,0.035327,0.048615,0.026037
0.056458,0.073377,0.38991,0.057400,0.028381,0.035347,0.048111,0.026037
0.055130,0.073436,0.38513,0.057419,0.028381,0.035367,0.047806,0.026057
0.053909,0.073515,0.37770,0.057459,0.027664,0.035387,0.050140,0.026076
0.055542,0.073574,0.37454,0.057459,0.028076,0.035406,0.050751,0.026096
0.055542,0.073633,0.37801,0.057479,0.029602,0.035406,0.049530,0.026116
0.055130,0.073693,0.37363,0.057479,0.028473,0.035426,0.047806,0.026155
0.055832,0.073752,0.37088,0.057498,0.027771,0.035426,0.048615,0.026195
0.055740,0.073811,0.36855,0.057518,0.029083,0.035446,0.047607,0.026234
0.056046,0.073850,0.36469,0.057558,0.030304,0.035446,0.045670,0.026274
0.055634,0.073890,0.35867,0.057577,0.029602,0.035466,0.043839,0.026293
0.055237,0.073929,0.35237,0.057617,0.028076,0.035466,0.042618,0.026333
0.055634,0.073949,0.34291,0.057656,0.028885,0.035485,0.042618,0.026372
0.056763,0.073969,0.33508,0.057696,0.029800,0.035505,0.037323,0.026412
0.055939,0.073988,0.32460,0.057755,0.029800,0.035525,0.034882,0.026432
0.055740,0.073988,0.31789,0.057814,0.029495,0.035544,0.033966,0.026471
0.055634,0.074008,0.30853,0.057873,0.029999,0.035584,0.030716,0.026471
0.056763,0.074008,0.29541,0.057952,0.032547,0.035604,0.031525,0.026491
0.056549,0.074008,0.28584,0.058051,0.033157,0.035643,0.029602,0.026510
0.055237,0.074008,0.27527,0.058110,0.033051,0.035663,0.032043,0.026510
0.055939,0.074008,0.25949,0.058189,0.033875,0.035683,0.031738,0.026510
0.055832,0.074008,0.25003,0.058268,0.034790,0.035702,0.030716,0.026510
0.055328,0.074008,0.23671,0.058347,0.034271,0.035722,0.031433,0.026510
0.055237,0.074008,0.23080,0.058425,0.033768,0.035742,0.032547,0.026530
0.055939,0.074008,0.21332,0.058504,0.034378,0.035761,0.033157,0.026530
0.056549,0.074008,0.20752,0.058564,0.036926,0.035801,0.030609,0.026530
0.056152,0.074008,0.20049,0.058623,0.036407,0.035821,0.029694,0.026550
0.055740,0.074008,0.18808,0.058682,0.036011,0.035840,0.029388,0.026570
0.055740,0.074008,0.18463,0.058741,0.037430,0.035880,0.028580,0.026589
0.057465,0.074008,0.17659,0.058781,0.040985,0.035919,0.028076,0.026609
0.055634,0.074008,0.17242,0.058840,0.041397,0.035959,0.026855,0.026648
0.054825,0.074008,0.16713,0.058899,0.042511,0.035998,0.027771,0.026668
0.055939,0.074028,0.15858,0.058938,0.042725,0.036038,0.029083,0.026708
0.056854,0.074048,0.15614,0.058997,0.045059,0.036057,0.029190,0.026708
0.056244,0.074107,0.14607,0.059057,0.046890,0.036077,0.028473,0.026727
0.055542,0.074127,0.14230,0.059116,0.047501,0.036116,0.030197,0.026747
0.056656,0.074146,0.13794,0.059175,0.048523,0.036156,0.029800,0.026747
0.056961,0.074166,0.13437,0.059234,0.049225,0.036195,0.029388,0.026747
0.056549,0.074186,0.12888,0.059293,0.049530,0.036235,0.027771,0.026747
0.055634,0.074225,0.12064,0.059353,0.049026,0.036274,0.029388,0.026747
0.056152,0.074245,0.11871,0.059412,0.050140,0.036294,0.029999,0.026747
0.057159,0.074245,0.11626,0.059491,0.052277,0.036333,0.028992,0.026747
0.056351,0.074265,0.11159,0.059550,0.052689,0.036353,0.028885,0.026767
0.055328,0.074284,0.10660,0.059609,0.051773,0.036393,0.030609,0.026767
0.055435,0.074284,0.10243,0.059648,0.053101,0.036432,0.031937,0.026767
0.057358,0.074284,0.10121,0.059708,0.054520,0.036452,0.031937,0.026767
0.057983,0.074284,0.099792,0.059767,0.053909,0.036491,0.031326,0.026767
0.055740,0.074284,0.093277,0.059826,0.052490,0.036491,0.031937,0.026767
0.056549,0.074284,0.091644,0.059865,0.052994,0.036511,0.032959,0.026767
0.056961,0.074284,0.090225,0.059905,0.053101,0.036531,0.031525,0.026767
0.056351,0.074284,0.089417,0.059925,0.053192,0.036531,0.031128,0.026767
0.055634,0.074284,0.088287,0.059964,0.052582,0.036550,0.030716,0.026767
0.056244,0.074284,0.085648,0.060003,0.052887,0.036570,0.030518,0.026747
0.057358,0.074284,0.085449,0.060043,0.053192,0.036570,0.030518,0.026747
0.055939,0.074284,0.083206,0.060082,0.052582,0.036590,0.028580,0.026747
0.056046,0.074284,0.081482,0.060122,0.051056,0.036590,0.030197,0.026747
0.056152,0.074284,0.080048,0.060161,0.050751,0.036610,0.030518,0.026747
0.057266,0.074284,0.079132,0.060201,0.052078,0.036629,0.030106,0.026747
0.056152,0.074304,0.079041,0.060240,0.051468,0.036629,0.029495,0.026747
0.054825,0.074304,0.076996,0.060280,0.050140,0.036649,0.032043,0.026747
0.055237,0.074304,0.075775,0.060339,0.049530,0.036669,0.033264,0.026747
0.056763,0.074304,0.075684,0.060398,0.049530,0.036689,0.033463,0.026747
0.055542,0.074304,0.076599,0.060457,0.048218,0.036689,0.032547,0.026747
0.056046,0.074304,0.073029,0.060536,0.047195,0.036708,0.033569,0.026747
0.055130,0.074304,0.073242,0.060595,0.046692,0.036728,0.033875,0.026747
0.056458,0.074304,0.072830,0.060654,0.047195,0.036728,0.031525,0.026747
0.056549,0.074304,0.072632,0.060714,0.047913,0.036748,0.029999,0.026747
0.055130,0.074304,0.071304,0.060753,0.046585,0.036748,0.030411,0.026747
0.055634,0.074304,0.070587,0.060812,0.046387,0.036767,0.031219,0.026747
0.056854,0.074304,0.071915,0.060852,0.046280,0.036787,0.030106,0.026747
0.056152,0.074304,0.072021,0.060891,0.044144,0.036807,0.028580,0.026747
0.055328,0.074304,0.070999,0.060950,0.042419,0.036827,0.030304,0.026747
0.055328,0.074304,0.069580,0.060990,0.042206,0.036846,0.031128,0.026747
0.056244,0.074304,0.072021,0.061029,0.043228,0.036866,0.030716,0.026747
0.056549,0.074324,0.071915,0.061069,0.041092,0.036886,0.030914,0.026747
0.055237,0.074324,0.070694,0.061108,0.040070,0.036925,0.031738,0.026747
0.055542,0.074344,0.072113,0.061167,0.038452,0.036945,0.033051,0.026747
0.055740,0.074344,0.072723,0.061207,0.039459,0.036984,0.032135,0.026747
0.056046,0.074383,0.073547,0.061246,0.037933,0.037004,0.031937,0.026747
0.055740,0.074422,0.072632,0.061305,0.035492,0.037044,0.032242,0.026747
0.055740,0.074462,0.073242,0.061384,0.034882,0.037063,0.033463,0.026747
0.056549,0.074501,0.073441,0.061443,0.036713,0.037083,0.030914,0.026747
0.055740,0.074561,0.075684,0.061503,0.034378,0.037122,0.030716,0.026747
0.055542,0.074620,0.074158,0.061562,0.034180,0.037162,0.032349,0.026747
0.056549,0.074659,0.074463,0.061641,0.032745,0.037182,0.032135,0.026747
0.058487,0.074699,0.077103,0.061720,0.032135,0.037221,0.030823,0.026747
0.056763,0.074738,0.077606,0.061798,0.031525,0.037241,0.030823,0.026747
0.056458,0.074758,0.079849,0.061877,0.030609,0.037261,0.031128,0.026747
0.057678,0.074777,0.080261,0.061976,0.029694,0.037280,0.032852,0.026747
0.058075,0.074817,0.083511,0.062055,0.029602,0.037280,0.031128,0.026747
0.057678,0.074837,0.085037,0.062114,0.029694,0.037300,0.030823,0.026747
0.056961,0.074856,0.085953,0.062193,0.029083,0.037300,0.032135,0.026747
0.056656,0.074876,0.086670,0.062252,0.028671,0.037300,0.033768,0.026747
0.057358,0.074916,0.089722,0.062292,0.030411,0.037300,0.032547,0.026747
0.056549,0.074935,0.092163,0.062351,0.029800,0.037320,0.031937,0.026747
0.056351,0.074955,0.093170,0.062410,0.028580,0.037339,0.033264,0.026747
0.057358,0.074975,0.093277,0.062449,0.028885,0.037339,0.033875,0.026747
0.057877,0.075014,0.097351,0.062489,0.029907,0.037379,0.033356,0.026747
0.057877,0.075073,0.098663,0.062528,0.029602,0.037399,0.031433,0.026747
0.056549,0.075113,0.099472,0.062587,0.027359,0.037438,0.032654,0.026747
0.057983,0.075172,0.099884,0.062627,0.027359,0.037478,0.033661,0.026747
0.058380,0.075231,0.10193,0.062666,0.029388,0.037517,0.032043,0.026747
0.060410,0.075310,0.10274,0.062706,0.029602,0.037556,0.030823,0.026747
0.058380,0.075389,0.10284,0.062745,0.028381,0.037596,0.031433,0.026747
0.058075,0.075488,0.10396,0.062785,0.030716,0.037635,0.032654,0.026747
0.059814,0.075566,0.10690,0.062844,0.030914,0.037655,0.030716,0.026747
0.058884,0.075665,0.10762,0.062883,0.031738,0.037694,0.031021,0.026747
0.059296,0.075744,0.11047,0.062923,0.030518,0.037714,0.031937,0.026747
0.060120,0.075823,0.10986,0.062962,0.030823,0.037734,0.033264,0.026747
0.060928,0.075882,0.11678,0.063021,0.032852,0.037773,0.031631,0.026747
0.059097,0.075941,0.11769,0.063061,0.032959,0.037793,0.031631,0.026747
0.060013,0.076020,0.11800,0.063081,0.032654,0.037813,0.033051,0.026747
0.060013,0.076079,0.11749,0.063120,0.034683,0.037813,0.036407,0.026747
0.061035,0.076119,0.12024,0.063140,0.036926,0.037833,0.033875,0.026747
0.061340,0.076158,0.12186,0.063179,0.037231,0.037852,0.032135,0.026747
0.061432,0.076217,0.12207,0.063199,0.037430,0.037852,0.031631,0.026747
0.061646,0.076257,0.12166,0.063219,0.038651,0.037872,0.033051,0.026747
0.062256,0.076296,0.12369,0.063258,0.039978,0.037892,0.030518,0.026747
0.061432,0.076355,0.12360,0.063278,0.041504,0.037911,0.030304,0.026747
0.063171,0.076395,0.12288,0.063317,0.041595,0.037931,0.032135,0.026747
0.062256,0.076454,0.12379,0.063337,0.042114,0.037951,0.031631,0.026747
0.064178,0.076513,0.12776,0.063376,0.046783,0.037990,0.030518,0.026747
0.064484,0.076592,0.12848,0.063396,0.048416,0.038010,0.031021,0.026747
0.063477,0.076691,0.12949,0.063436,0.049637,0.038050,0.031326,0.026747
0.064178,0.076789,0.13010,0.063475,0.052994,0.038069,0.033264,0.026747
0.064789,0.076908,0.13539,0.063515,0.055023,0.038089,0.032440,0.026747
0.064697,0.077006,0.13722,0.063574,0.055130,0.038128,0.032349,0.026747
0.065201,0.077125,0.13997,0.063613,0.057358,0.038148,0.034790,0.026747
0.065811,0.077263,0.13936,0.063672,0.060928,0.038168,0.034271,0.026747
0.067535,0.077381,0.14252,0.063712,0.065094,0.038188,0.033569,0.026747
0.065918,0.077519,0.14333,0.063751,0.068665,0.038207,0.032745,0.026747
0.066833,0.077677,0.14241,0.063791,0.072113,0.038227,0.033264,0.026747
0.067749,0.077815,0.14505,0.063810,0.075073,0.038247,0.032745,0.026747
0.068253,0.077953,0.14526,0.063830,0.076996,0.038247,0.031631,0.026747
0.069977,0.078111,0.14648,0.063850,0.080963,0.038267,0.029999,0.026747
0.070190,0.078249,0.14648,0.063870,0.081177,0.038267,0.031021,0.026747
0.071609,0.078367,0.14424,0.063889,0.081573,0.038286,0.032043,0.026747
0.072830,0.078506,0.14749,0.063889,0.082596,0.038286,0.030609,0.026747
0.071915,0.078624,0.14821,0.063909,0.080963,0.038286,0.030609,0.026747
0.072632,0.078722,0.14709,0.063929,0.077408,0.038286,0.032745,0.026747
0.073334,0.078841,0.14902,0.063929,0.077911,0.038286,0.033264,0.026747
0.073547,0.078979,0.15157,0.063948,0.077408,0.038286,0.032440,0.026747
0.073853,0.079078,0.15350,0.063968,0.077515,0.038286,0.032852,0.026747
0.073746,0.079176,0.15411,0.063988,0.076492,0.038286,0.033768,0.026747
0.075073,0.079275,0.15665,0.064008,0.077911,0.038306,0.033463,0.026747
0.077103,0.079373,0.16133,0.064027,0.079437,0.038306,0.032349,0.026747
0.075882,0.079452,0.16357,0.064047,0.080658,0.038306,0.032043,0.026747
0.075470,0.079551,0.15939,0.064087,0.081985,0.038326,0.032852,0.026747
0.075378,0.079650,0.16153,0.064106,0.085846,0.038345,0.032242,0.026747
0.077515,0.079748,0.16449,0.064126,0.087479,0.038345,0.031326,0.026747
0.077606,0.079847,0.16876,0.064165,0.092361,0.038365,0.029083,0.026747
0.076599,0.079945,0.16632,0.064205,0.094910,0.038405,0.031021,0.026747
0.078827,0.080064,0.17110,0.064244,0.098572,0.038424,0.031830,0.026747
0.079651,0.080162,0.17201,0.064343,0.10223,0.038444,0.031021,0.026747
0.079239,0.080241,0.18320,0.064442,0.10457,0.038464,0.031433,0.026747
0.078018,0.080340,0.17883,0.064560,0.10252,0.038483,0.033463,0.026747
0.079849,0.080439,0.17740,0.064659,0.10590,0.038503,0.033966,0.026747
0.080353,0.080537,0.17903,0.064757,0.10751,0.038523,0.033569,0.026747
0.079956,0.080616,0.18117,0.064856,0.11128,0.038543,0.032745,0.026747
0.080261,0.080715,0.18350,0.064954,0.11078,0.038582,0.033875,0.026747
0.079956,0.080794,0.18716,0.065033,0.11433,0.038602,0.032852,0.026747
0.081985,0.080873,0.18524,0.065093,0.11891,0.038622,0.030914,0.026747
0.080765,0.080971,0.18666,0.065132,0.12216,0.038641,0.030609,0.026747
0.080353,0.081070,0.18625,0.065191,0.12329,0.038641,0.030716,0.026767
0.080460,0.081188,0.18788,0.065231,0.12482,0.038661,0.030716,0.026767
0.082901,0.081306,0.19296,0.065250,0.12582,0.038681,0.029907,0.026767
0.082092,0.081425,0.19165,0.065250,0.12665,0.038681,0.030411,0.026767
0.081177,0.081563,0.19043,0.065250,0.12410,0.038681,0.032349,0.026767
0.083710,0.081681,0.19287,0.065250,0.12593,0.038720,0.034073,0.026767
0.085754,0.081780,0.19562,0.065250,0.12949,0.038760,0.034073,0.026767
0.084320,0.081898,0.19662,0.065250,0.12949,0.038779,0.033356,0.026767
0.083099,0.082017,0.19165,0.065250,0.13101,0.038819,0.034882,0.026787
0.084930,0.082135,0.18961,0.065250,0.13193,0.038839,0.036713,0.026806
0.085342,0.082234,0.18869,0.065250,0.13173,0.038839,0.036407,0.026826
0.084122,0.082332,0.18880,0.065250,0.13284,0.038858,0.034790,0.026846
0.084534,0.082431,0.18808,0.065250,0.13173,0.038858,0.038345,0.026865
0.084122,0.082529,0.18747,0.065250,0.13284,0.038858,0.038651,0.026905
0.085144,0.082628,0.18869,0.065231,0.13264,0.038858,0.039871,0.026925
0.085648,0.082727,0.18921,0.065231,0.13254,0.038878,0.039368,0.026944
0.084229,0.082786,0.18869,0.065231,0.13264,0.038898,0.041397,0.026964
0.085648,0.082865,0.19246,0.065231,0.13173,0.038898,0.044647,0.026984
0.087372,0.082924,0.18839,0.065231,0.13367,0.038917,0.044037,0.027004
0.084732,0.082963,0.18860,0.065231,0.13193,0.038937,0.045563,0.027023
0.085236,0.083023,0.18666,0.065231,0.13112,0.038937,0.050354,0.027043
0.084930,0.083062,0.18727,0.065231,0.13031,0.038977,0.051056,0.027063
0.086563,0.083121,0.19551,0.065231,0.13132,0.038996,0.052185,0.027082
0.086670,0.083180,0.19743,0.065231,0.13020,0.039016,0.051773,0.027102
0.085754,0.083220,0.19704,0.065231,0.12582,0.039036,0.052887,0.027122
0.086151,0.083299,0.19684,0.065231,0.12624,0.039036,0.053192,0.027142
0.087173,0.083378,0.19418,0.065231,0.12521,0.039056,0.052490,0.027161
0.086258,0.083456,0.19582,0.065231,0.12369,0.039075,0.052383,0.027181
0.085648,0.083555,0.19144,0.065231,0.12236,0.039095,0.052582,0.027181
0.086060,0.083634,0.19083,0.065231,0.12105,0.039095,0.054214,0.027201
0.086563,0.083733,0.19012,0.065231,0.12196,0.039095,0.051880,0.027201
0.086563,0.083812,0.18727,0.065231,0.12146,0.039095,0.051773,0.027221
0.085648,0.083890,0.18655,0.065231,0.11617,0.039115,0.053101,0.027221
0.086151,0.083969,0.18646,0.065231,0.11841,0.039115,0.053802,0.027240
0.086670,0.084048,0.18819,0.065231,0.11880,0.039115,0.051880,0.027260
0.085449,0.084127,0.18839,0.065231,0.11922,0.039115,0.050446,0.027260
0.085541,0.084206,0.18585,0.065231,0.11830,0.039115,0.052078,0.027280
0.086060,0.084305,0.18799,0.065231,0.11819,0.039115,0.051971,0.027280
0.087173,0.084403,0.19002,0.065231,0.11931,0.039115,0.049332,0.027299
0.087173,0.084482,0.19470,0.065231,0.11841,0.039115,0.049728,0.027299
0.086258,0.084561,0.19521,0.065231,0.11719,0.039115,0.050049,0.027299
0.086670,0.084660,0.19510,0.065231,0.11769,0.039115,0.050858,0.027319
0.087372,0.084739,0.19551,0.065231,0.11810,0.039115,0.049332,0.027319
0.086563,0.084798,0.19398,0.065231,0.11880,0.039115,0.049026,0.027319
0.085037,0.084877,0.18768,0.065231,0.11536,0.039115,0.050659,0.027339
0.086456,0.084956,0.18707,0.065231,0.11555,0.039115,0.049637,0.027339
0.085754,0.085015,0.18677,0.065231,0.11749,0.039115,0.048416,0.027359
0.084229,0.085054,0.18738,0.065231,0.11617,0.039115,0.047699,0.027359
0.085648,0.085113,0.18605,0.065231,0.11626,0.039115,0.047699,0.027378
0.084427,0.085173,0.18655,0.065231,0.11626,0.039115,0.047699,0.027398
0.084625,0.085251,0.18930,0.065231,0.11749,0.039115,0.046387,0.027398
0.084534,0.085330,0.19063,0.065231,0.11758,0.039115,0.042816,0.027418
0.083511,0.085390,0.19266,0.065231,0.11688,0.039115,0.043640,0.027437
0.084427,0.085449,0.19388,0.065231,0.11647,0.039115,0.042816,0.027437
0.084534,0.085508,0.19591,0.065231,0.11871,0.039115,0.039978,0.027457
0.085144,0.085567,0.19754,0.065231,0.11830,0.039115,0.038544,0.027457
0.084015,0.085646,0.19632,0.065250,0.11647,0.039115,0.038956,0.027477
0.084229,0.085725,0.19653,0.065250,0.11626,0.039115,0.039871,0.027497
0.084534,0.085804,0.19815,0.065250,0.11728,0.039115,0.037933,0.027497
0.084534,0.085902,0.19826,0.065250,0.11626,0.039115,0.037125,0.027516
0.083618,0.086001,0.19623,0.065250,0.11433,0.039115,0.037231,0.027536
0.084534,0.086080,0.19104,0.065270,0.11423,0.039115,0.038040,0.027536
0.085449,0.086179,0.19043,0.065290,0.11444,0.039115,0.034271,0.027556
0.083710,0.086257,0.19144,0.065309,0.11514,0.039115,0.033051,0.027576
0.083405,0.086336,0.18869,0.065329,0.11555,0.039115,0.033157,0.027595
0.083206,0.086415,0.18738,0.065349,0.11505,0.039115,0.030823,0.027615
0.084320,0.086494,0.19032,0.065388,0.11688,0.039115,0.029602,0.027635
0.082092,0.086553,0.18860,0.065428,0.11911,0.039115,0.028473,0.027654
0.081375,0.086593,0.19551,0.065448,0.11778,0.039115,0.028381,0.027674
0.082184,0.086632,0.19196,0.065487,0.11952,0.039115,0.029495,0.027694
0.083313,0.086652,0.18930,0.065507,0.11922,0.039115,0.027771,0.027714
0.081985,0.086672,0.19571,0.065566,0.11861,0.039115,0.026245,0.027733
0.082397,0.086672,0.19368,0.065605,0.11688,0.039115,0.028168,0.027753
0.081787,0.086691,0.20131,0.065645,0.11617,0.039115,0.027969,0.027773
0.083206,0.086691,0.19490,0.065684,0.11575,0.039115,0.027145,0.027793
0.081787,0.086691,0.19479,0.065724,0.11525,0.039115,0.027466,0.027812
0.081787,0.086691,0.19571,0.065783,0.11433,0.039115,0.028885,0.027852
0.081879,0.086691,0.19540,0.065822,0.11281,0.039115,0.031021,0.027852
0.083008,0.086691,0.19928,0.065862,0.11414,0.039115,0.029602,0.027871
0.083923,0.086691,0.19795,0.065901,0.11494,0.039134,0.029907,0.027891
0.082397,0.086691,0.19846,0.065921,0.11444,0.039154,0.031830,0.027911
0.083099,0.086691,0.19887,0.065960,0.11473,0.039174,0.032135,0.027931
0.082794,0.086691,0.19856,0.066000,0.11789,0.039174,0.032349,0.027950
0.081787,0.086691,0.20081,0.066039,0.11240,0.039174,0.033264,0.027970
0.082092,0.086691,0.20151,0.066059,0.11108,0.039194,0.037323,0.027970
0.082184,0.086691,0.20375,0.066098,0.10915,0.039194,0.037018,0.027990
0.083313,0.086691,0.20467,0.066118,0.11057,0.039194,0.038239,0.028010
0.081985,0.086691,0.20020,0.066138,0.11078,0.039194,0.037933,0.028029
0.081879,0.086691,0.20497,0.066177,0.10793,0.039194,0.041290,0.028049
0.082184,0.086691,0.20201,0.066197,0.10751,0.039194,0.042618,0.028069
0.083008,0.086691,0.20456,0.066217,0.10803,0.039194,0.042313,0.028069
0.083313,0.086691,0.20294,0.066237,0.10558,0.039194,0.042618,0.028088
0.081268,0.086711,0.20009,0.066256,0.10538,0.039194,0.043533,0.028108
0.081177,0.086751,0.20120,0.066296,0.10568,0.039194,0.045670,0.028128
0.083618,0.086770,0.19907,0.066315,0.10690,0.039194,0.044342,0.028128
0.083099,0.086810,0.20049,0.066355,0.10945,0.039174,0.045563,0.028148
0.081787,0.086849,0.20517,0.066375,0.10904,0.039174,0.046890,0.028148
0.081482,0.086908,0.20009,0.066414,0.11067,0.039154,0.047394,0.028167
0.082291,0.086948,0.19846,0.066454,0.11444,0.039134,0.049026,0.028187
0.081573,0.087007,0.20111,0.066473,0.11688,0.039115,0.048218,0.028187
0.081177,0.087046,0.19856,0.066513,0.11667,0.039095,0.049438,0.028207
0.080963,0.087106,0.20691,0.066532,0.11728,0.039075,0.051971,0.028226
0.081573,0.087145,0.20264,0.066532,0.11861,0.039075,0.050751,0.028246
0.081268,0.087204,0.20334,0.066552,0.11952,0.039075,0.051971,0.028266
0.079849,0.087244,0.20436,0.066572,0.11626,0.039056,0.053497,0.028286
0.081177,0.087283,0.20303,0.066592,0.11810,0.039056,0.053406,0.028305
0.081680,0.087323,0.20792,0.066631,0.11841,0.039056,0.052887,0.028325
0.081268,0.087362,0.20863,0.066651,0.11922,0.039056,0.052383,0.028345
0.080566,0.087382,0.20325,0.066671,0.11841,0.039056,0.053192,0.028365
0.080261,0.087421,0.20467,0.066690,0.11871,0.039056,0.053802,0.028384
0.081177,0.087441,0.19765,0.066710,0.12024,0.039056,0.052383,0.028404
0.081177,0.087461,0.19948,0.066749,0.12155,0.039056,0.051575,0.028424
0.080460,0.087480,0.19836,0.066769,0.11963,0.039056,0.052383,0.028443
0.080872,0.087520,0.19867,0.066809,0.12003,0.039056,0.050446,0.028463
0.081268,0.087540,0.20070,0.066828,0.12105,0.039056,0.048416,0.028483
0.080154,0.087579,0.20172,0.066868,0.12166,0.039056,0.046478,0.028522
0.079346,0.087618,0.20314,0.066907,0.12115,0.039056,0.045776,0.028542
0.079849,0.087658,0.20142,0.066947,0.12074,0.039056,0.043427,0.028562
0.081482,0.087697,0.20486,0.066986,0.12196,0.039056,0.041092,0.028582
0.081177,0.087757,0.20589,0.067026,0.12177,0.039056,0.038345,0.028621
0.079346,0.087816,0.20711,0.067065,0.11972,0.039056,0.037842,0.028641
0.079742,0.087875,0.20273,0.067104,0.11841,0.039095,0.037125,0.028660
0.079849,0.087934,0.20395,0.067144,0.11749,0.039095,0.034576,0.028680
0.080048,0.087993,0.20020,0.067183,0.11597,0.039115,0.033157,0.028700
0.078629,0.088072,0.19684,0.067243,0.11453,0.039115,0.031525,0.028739
0.078735,0.088131,0.19357,0.067282,0.11819,0.039115,0.031433,0.028759
